timestamp,source_ip,http_method,http_status,data_volume
2023-07-22 20:07:01,125.161.230.140,POST,500,7921
2023-03-03 15:06:56,12.137.88.25,DELETE,301,369
2023-07-12 18:58:51,189.135.223.63,POST,404,1752
2023-11-04 06:53:45,173.249.15.174,PUT,404,1582
2023-07-31 22:05:18,200.134.92.58,DELETE,404,4167
2023-11-10 15:51:24,204.232.106.168,PUT,404,8431
2023-01-20 06:34:58,39.71.252.177,PATCH,200,2321
2023-03-13 20:16:39,12.16.252.140,PATCH,301,5006
2023-09-16 07:29:43,55.18.233.176,PUT,400,8128
2023-01-04 19:38:40,207.93.14.0,POST,200,3914
2023-07-21 22:06:15,220.80.16.198,POST,404,9825
2023-01-19 16:35:30,115.25.102.10,PATCH,404,4222
2023-03-23 10:05:50,207.186.106.246,PUT,301,9198
2023-01-20 16:27:16,55.212.113.171,DELETE,404,408
2023-07-02 13:33:58,84.235.59.48,GET,404,3783
2023-02-14 13:42:14,202.139.120.167,DELETE,404,8841
2023-03-04 23:40:35,179.188.117.110,DELETE,404,3537
2023-10-22 05:32:39,125.9.239.165,POST,400,2296
2023-09-10 15:42:03,16.40.2.33,GET,200,7697
2023-05-03 06:45:17,177.33.82.44,PATCH,301,2017
2023-11-10 23:18:32,150.46.177.152,PUT,404,4716
2023-06-10 09:37:57,165.251.70.247,GET,500,9906
2023-04-18 19:31:38,26.5.150.133,PUT,200,5473
2023-10-30 13:57:37,107.82.164.37,PATCH,301,8066
2023-05-26 12:27:08,78.39.45.133,PATCH,200,5527
2023-02-16 08:20:20,203.227.160.187,GET,400,3986
2023-02-04 09:03:26,69.225.19.172,POST,404,3736
2023-06-19 11:40:38,40.221.150.29,POST,400,3360
2023-05-30 16:20:28,53.185.61.228,POST,200,9301
2023-10-19 02:58:05,110.189.86.82,PATCH,404,6299
2023-06-09 05:54:44,128.227.31.18,POST,301,5412
2023-04-19 01:50:13,105.70.244.53,PUT,400,6087
2023-09-27 19:13:37,164.97.189.82,GET,301,5424
2023-04-29 07:19:22,42.79.247.59,PATCH,301,3022
2023-02-21 07:22:40,154.189.73.242,GET,200,7763
2023-07-20 20:19:32,186.45.223.51,POST,400,8220
2023-08-01 14:45:09,173.59.90.109,PUT,400,7532
2023-05-08 15:54:45,51.9.176.130,DELETE,400,6846
2023-05-05 12:03:03,37.169.142.250,DELETE,500,3014
2023-03-31 19:37:36,201.242.23.234,PUT,301,9492
2023-01-08 12:52:28,84.14.211.112,PUT,500,1537
2023-04-04 11:09:07,5.192.75.57,GET,200,8279
2023-08-01 23:53:23,205.130.58.239,PATCH,200,717
2023-09-28 23:12:13,55.198.238.69,DELETE,404,2212
2023-04-12 20:38:55,170.226.107.35,PATCH,301,9588
2023-09-04 19:07:48,176.231.10.139,GET,404,6064
2023-01-20 03:01:18,36.51.233.204,POST,200,707
2023-01-25 12:38:53,170.10.218.61,POST,500,1192
2023-02-02 08:00:11,114.221.65.19,GET,400,1924
2023-05-02 21:17:57,165.251.70.247,PATCH,301,7881
2023-01-09 21:49:59,165.251.70.247,GET,500,4394
2023-07-10 12:53:57,165.251.70.247,POST,400,6552
2023-03-05 11:29:58,131.249.45.119,PUT,400,8000
2023-09-08 23:52:57,94.16.143.103,GET,500,7850
2023-10-13 22:25:30,93.63.10.60,POST,301,5900
2023-04-07 00:20:39,28.181.86.253,GET,200,2110
2023-02-27 16:47:06,172.112.119.11,PUT,500,135
2023-05-21 13:07:06,136.171.137.54,PUT,301,9070
2023-10-21 13:11:22,90.19.168.29,PUT,301,1228
2023-07-07 01:21:08,52.34.214.203,PUT,500,5489
2023-11-21 22:41:13,5.126.158.66,DELETE,400,6474
2023-07-21 15:08:33,179.205.238.0,GET,301,548
2023-06-13 09:54:17,185.198.6.68,GET,404,2719
2023-08-11 17:06:09,62.48.90.131,PUT,200,624
2023-01-12 03:17:56,73.64.124.17,PATCH,404,9804
2023-08-29 20:14:15,164.46.35.74,PATCH,301,3399
2023-08-15 17:30:00,202.246.198.206,PUT,200,1124
2023-01-15 15:53:46,46.66.55.206,PATCH,200,1161
2023-06-29 22:40:55,219.227.214.119,GET,200,1695
2023-06-17 04:24:25,213.254.93.179,DELETE,200,5538
2023-08-19 17:27:47,78.149.122.72,PUT,400,8354
2023-03-06 02:18:08,12.137.88.25,PUT,200,2669
2023-07-15 12:16:15,46.54.169.196,PATCH,400,2535
2023-08-18 22:47:14,87.152.187.117,PATCH,200,6919
2023-09-05 08:15:26,30.205.58.185,POST,500,1751
2023-07-13 06:21:44,11.33.157.3,DELETE,404,2781
2023-09-16 10:12:00,118.143.66.248,DELETE,200,2160
2023-01-27 23:33:13,153.201.94.201,POST,200,619
2023-09-15 03:27:12,51.9.176.130,DELETE,400,7936
2023-05-24 13:10:01,4.53.202.227,POST,301,9610
2023-07-03 21:08:03,174.112.221.42,DELETE,404,2952
2023-04-01 14:48:06,166.95.226.36,PATCH,200,3861
2023-06-14 01:17:52,151.236.132.45,GET,301,5671
2023-11-25 01:22:18,81.100.238.138,POST,301,3891
2023-07-03 23:46:32,209.201.120.232,DELETE,500,143
2023-04-02 01:28:14,104.248.4.118,DELETE,500,3094
2023-04-10 05:07:09,174.195.28.155,POST,200,8914
2023-06-21 12:55:56,223.67.133.197,GET,500,5738
2023-07-27 14:22:02,12.137.88.25,DELETE,200,5281
2023-03-25 12:36:38,13.124.165.108,GET,404,9367
2023-04-22 18:04:08,151.156.58.156,PATCH,200,9102
2023-05-19 22:48:02,165.251.70.247,GET,301,4727
2023-03-24 12:43:55,94.120.80.169,POST,404,322
2023-10-12 10:25:35,163.92.85.187,PATCH,404,318
2023-09-30 16:43:22,114.212.41.197,PATCH,404,9828
2023-08-21 15:00:26,12.137.88.25,PUT,200,8491
2023-05-09 16:01:23,87.222.18.178,PATCH,301,5584
2023-06-12 00:27:29,110.24.80.206,GET,500,8933
2023-04-23 21:31:00,155.222.151.13,DELETE,301,631
2023-09-30 19:40:37,86.229.197.131,DELETE,301,7767
2023-05-10 18:53:03,72.253.102.63,DELETE,301,8633
2023-10-14 04:14:16,98.111.251.122,PATCH,400,6455
2023-06-24 04:59:35,223.189.189.102,GET,404,5698
2023-09-12 03:09:26,207.217.53.46,DELETE,200,6502
2023-05-13 22:47:57,148.220.95.100,GET,400,3091
2023-09-28 00:46:57,12.137.88.25,PATCH,404,6351
2023-10-30 12:50:41,159.8.205.141,DELETE,200,3362
2023-06-11 02:42:28,165.251.70.247,GET,400,5499
2023-11-04 03:44:27,119.217.157.77,DELETE,301,7287
2023-08-08 03:21:52,211.162.40.54,POST,500,6376
2023-01-12 17:55:11,165.251.70.247,PATCH,301,5416
2023-01-24 16:00:41,110.125.237.45,DELETE,404,3974
2023-04-02 03:21:15,149.189.140.106,PUT,400,4770
2023-02-08 03:48:07,80.152.141.48,PATCH,500,2231
2023-01-30 11:32:27,126.93.136.168,PUT,200,751
2023-06-20 01:17:26,66.198.161.205,DELETE,400,1464
2023-11-14 23:22:18,165.251.70.247,PUT,400,7788
2023-02-02 09:01:33,40.111.99.112,GET,500,7461
2023-09-25 15:12:17,165.18.201.19,POST,400,2024
2023-03-06 23:59:10,120.11.223.105,PUT,200,7441
2023-05-29 20:52:22,199.239.212.222,DELETE,301,5456
2023-03-07 12:25:04,210.207.152.88,PUT,404,8605
2023-02-25 23:07:06,80.215.162.11,PATCH,200,2861
2023-07-01 00:46:39,110.125.237.45,DELETE,301,6147
2023-05-06 16:37:27,205.118.194.224,PATCH,400,1291
2023-06-01 04:34:59,125.142.108.182,PATCH,301,372
2023-11-21 08:16:35,208.64.229.208,DELETE,404,1195
2023-02-14 11:11:34,7.166.12.92,GET,404,3281
2023-11-16 10:34:17,164.196.218.192,POST,200,7189
2023-06-21 01:05:40,63.194.102.235,GET,301,1050
2023-08-26 05:01:02,193.153.166.28,POST,500,8650
2023-09-30 06:38:04,136.99.208.251,POST,404,7814
2023-08-14 11:10:07,19.215.122.52,GET,200,4918
2023-10-29 06:31:28,184.49.82.205,PUT,500,3966
2023-04-10 09:44:41,40.100.98.4,DELETE,301,1390
2023-03-28 15:46:15,125.80.69.36,POST,301,2589
2023-08-16 21:46:52,174.154.143.10,POST,404,8382
2023-07-18 15:47:28,134.179.93.81,PUT,404,5579
2023-11-18 00:20:29,72.137.72.240,DELETE,400,3362
2023-06-05 07:49:34,126.111.50.111,POST,301,2991
2023-06-23 13:10:24,168.45.126.130,POST,500,6166
2023-05-20 19:46:01,132.124.78.204,POST,200,7074
2023-08-18 19:00:26,110.125.237.45,PATCH,400,818
2023-09-11 04:38:56,222.203.249.99,PATCH,500,1368
2023-05-14 10:19:13,49.144.73.71,PUT,400,8957
2023-10-25 20:57:03,118.65.73.41,PUT,500,2760
2023-11-26 05:38:47,206.17.49.84,POST,404,8376
2023-04-21 12:49:19,80.70.67.182,GET,400,2552
2023-01-26 11:38:39,148.173.222.89,POST,400,8606
2023-10-23 18:29:06,63.110.43.187,GET,400,8639
2023-07-04 03:57:19,205.76.80.67,POST,404,1169
2023-05-17 04:15:06,36.10.90.236,GET,301,8157
2023-09-11 20:54:59,135.104.138.214,PATCH,500,4890
2023-10-16 16:45:44,157.39.218.227,GET,404,5948
2023-07-16 10:49:45,196.57.131.210,DELETE,400,5752
2023-06-08 18:09:22,64.173.138.141,GET,404,4901
2023-06-25 20:23:28,117.58.227.182,PUT,500,3629
2023-02-19 07:29:13,178.147.8.176,GET,400,9352
2023-05-02 14:02:35,16.169.134.77,DELETE,301,4250
2023-01-30 09:25:44,83.137.106.127,PATCH,200,6679
2023-02-23 06:56:14,51.9.176.130,PUT,200,363
2023-06-28 11:36:48,60.156.229.86,DELETE,400,6407
2023-11-27 00:30:06,179.195.138.117,PUT,400,4591
2023-10-28 00:28:27,20.69.110.39,POST,400,8508
2023-02-26 14:27:52,164.119.164.249,DELETE,400,1634
2023-03-09 17:35:21,167.62.193.27,PUT,301,5430
2023-02-05 06:45:37,13.37.19.4,PUT,200,8000
2023-09-21 12:36:19,186.8.42.138,PUT,400,9897
2023-06-06 23:07:17,117.63.4.23,GET,400,4916
2023-09-05 17:31:14,62.231.221.185,POST,301,53
2023-08-09 10:42:23,46.128.94.48,PUT,301,9842
2023-07-27 02:58:39,157.238.140.50,DELETE,200,5306
2023-03-31 21:23:14,46.10.247.211,GET,400,9153
2023-07-23 18:00:33,195.78.118.220,PUT,400,1130
2023-04-08 01:29:43,164.215.106.58,DELETE,400,7280
2023-01-03 15:24:01,52.190.58.252,DELETE,301,9764
2023-06-15 02:44:56,51.9.176.130,DELETE,500,8500
2023-05-06 23:05:42,51.9.176.130,POST,404,1028
2023-02-11 01:55:27,51.9.176.130,DELETE,200,5340
2023-01-10 01:02:09,138.145.247.63,PATCH,500,3542
2023-07-19 17:56:14,165.251.70.247,GET,301,9425
2023-07-05 15:27:27,20.46.178.123,GET,400,2865
2023-09-22 12:39:58,57.102.130.50,PUT,404,7919
2023-11-27 15:54:42,214.87.122.42,DELETE,500,6442
2023-07-14 00:05:29,39.191.62.16,PATCH,404,5677
2023-11-13 05:14:37,12.137.88.25,GET,404,834
2023-05-04 01:22:11,211.213.187.220,PUT,301,5115
2023-08-29 22:23:37,12.137.88.25,PATCH,200,7494
2023-02-08 15:55:46,218.173.60.95,POST,400,1342
2023-02-16 04:58:36,88.17.108.136,PATCH,500,5566
2023-01-14 16:28:32,137.20.50.191,POST,301,5212
2023-06-27 02:09:16,170.10.218.61,PATCH,301,2166
2023-10-19 06:56:03,23.115.243.43,POST,500,1112
2023-05-22 13:42:42,80.107.119.224,PUT,500,2550
2023-06-06 16:45:00,150.202.106.47,PATCH,500,339
2023-07-21 16:55:23,191.171.224.76,PATCH,400,3041
2023-03-30 03:19:42,117.191.140.189,GET,301,276
2023-05-22 05:42:02,50.139.66.6,PUT,400,4039
2023-07-26 18:14:59,69.108.38.14,PUT,500,3730
2023-03-15 22:16:46,207.131.88.202,POST,500,9312
2023-07-27 21:10:19,11.52.179.85,PATCH,404,3194
2023-10-11 06:46:09,51.9.176.130,DELETE,404,842
2023-02-04 13:11:50,40.140.44.249,PUT,301,5693
2023-09-26 12:31:00,170.10.218.61,PUT,301,2415
2023-08-14 14:43:16,202.159.154.53,GET,200,2332
2023-07-03 18:53:29,27.146.66.200,PUT,500,275
2023-09-10 05:30:26,26.193.215.87,PUT,301,3398
2023-02-06 08:42:12,51.255.227.227,PATCH,301,1230
2023-03-12 13:50:35,16.143.39.14,DELETE,301,5356
2023-11-20 15:55:16,50.104.246.24,PATCH,200,2420
2023-08-18 07:15:54,12.137.88.25,PATCH,400,8904
2023-05-28 21:44:44,153.144.117.120,PUT,301,1414
2023-04-12 17:54:28,106.81.191.231,DELETE,301,2855
2023-05-27 09:33:48,206.194.212.152,POST,301,7988
2023-02-24 18:00:12,170.10.218.61,DELETE,400,8931
2023-10-01 18:55:47,48.102.155.235,PATCH,500,4521
2023-02-07 16:56:42,183.197.201.47,DELETE,301,4964
2023-11-26 16:24:37,177.211.62.144,GET,301,1634
2023-10-18 18:02:46,96.57.92.128,GET,200,8580
2023-06-11 18:29:01,141.222.50.193,PATCH,404,8129
2023-10-26 18:29:47,156.105.246.119,GET,500,1656
2023-03-04 00:03:33,51.9.176.130,POST,301,2535
2023-04-23 19:00:20,4.131.55.235,POST,200,1978
2023-01-27 20:36:03,195.6.250.107,DELETE,400,3152
2023-04-10 03:57:28,42.193.78.64,POST,200,6355
2023-05-27 09:40:25,192.226.93.118,PUT,500,4430
2023-02-18 02:57:45,129.116.174.209,POST,200,5578
2023-02-01 02:19:40,223.132.122.227,PATCH,400,4461
2023-05-02 21:10:55,170.10.218.61,PUT,400,6760
2023-07-16 11:04:45,217.110.101.178,DELETE,200,1871
2023-04-11 20:13:17,193.21.27.187,POST,200,252
2023-05-03 21:23:26,30.237.40.29,DELETE,404,7282
2023-04-12 15:41:14,35.172.90.174,DELETE,400,7813
2023-01-29 09:44:59,9.204.245.225,PATCH,301,2156
2023-07-30 14:10:25,151.154.245.43,POST,200,1768
2023-08-28 06:38:24,93.48.105.243,GET,301,7234
2023-10-08 16:42:36,146.201.45.221,PUT,400,9007
2023-04-18 22:31:39,52.240.225.55,PATCH,200,738
2023-05-01 03:04:16,87.224.221.10,PUT,301,5437
2023-09-20 04:58:14,21.240.73.193,PATCH,400,6514
2023-07-27 19:05:57,75.40.166.188,GET,400,5365
2023-08-17 07:18:29,210.192.46.15,PATCH,404,6831
2023-01-24 08:24:52,47.106.94.236,DELETE,404,2729
2023-05-04 18:18:53,18.34.162.248,PATCH,404,5625
2023-05-26 00:23:44,87.143.198.122,GET,400,4421
2023-07-27 05:16:41,60.165.133.251,PATCH,404,7095
2023-08-26 19:14:29,114.55.237.21,GET,301,6061
2023-04-01 21:38:35,113.84.137.102,PUT,404,568
2023-10-11 22:18:02,113.80.23.247,GET,301,9465
2023-02-16 13:51:23,89.107.111.236,POST,500,5561
2023-02-21 02:14:17,126.234.68.200,DELETE,500,9955
2023-10-11 01:30:14,5.249.150.126,DELETE,200,9989
2023-09-28 12:49:21,76.44.248.218,POST,200,4325
2023-04-27 04:59:29,31.89.72.26,DELETE,400,587
2023-02-26 11:40:43,174.216.254.102,GET,500,696
2023-01-02 14:50:38,79.75.200.127,DELETE,301,450
2023-09-06 22:59:38,8.114.42.165,GET,301,5277
2023-02-13 07:55:22,117.174.241.222,DELETE,200,5126
2023-04-19 20:00:35,132.239.231.223,PUT,404,5903
2023-03-20 14:25:36,57.174.49.105,PATCH,200,4523
2023-02-27 02:12:37,143.245.227.137,GET,404,611
2023-09-11 20:49:11,204.11.166.45,GET,400,7616
2023-08-02 05:15:03,124.252.176.59,GET,301,8489
2023-10-01 22:39:08,211.46.160.232,DELETE,301,1108
2023-03-02 19:08:08,96.156.84.228,POST,400,1131
2023-02-20 05:38:12,59.148.71.47,GET,400,1506
2023-09-08 05:46:45,81.66.126.76,PATCH,404,8798
2023-06-05 07:10:24,218.182.210.229,PUT,301,3342
2023-08-02 08:42:32,172.228.57.230,DELETE,400,5042
2023-05-29 22:07:59,201.65.219.152,GET,400,6353
2023-04-16 16:33:49,189.200.251.235,PUT,500,9812
2023-07-24 01:44:14,110.125.237.45,GET,400,2061
2023-05-30 18:36:25,114.11.5.173,PUT,301,8922
2023-09-02 09:26:33,194.198.3.246,GET,301,1348
2023-01-28 02:54:22,223.160.90.222,GET,404,3158
2023-10-07 11:56:47,215.7.206.164,GET,500,6987
2023-11-16 13:58:50,95.20.1.143,DELETE,200,4201
2023-08-22 05:46:24,139.192.38.246,POST,404,6985
2023-02-06 02:45:12,92.224.104.14,DELETE,301,178
2023-08-26 14:30:02,137.30.186.3,DELETE,301,3451
2023-05-31 02:55:47,70.229.163.175,POST,301,8500
2023-03-21 01:52:27,166.190.154.168,PUT,200,1005
2023-07-16 03:08:33,12.137.88.25,GET,301,7917
2023-05-08 04:31:34,71.164.244.6,GET,500,1601
2023-10-03 06:14:03,214.196.150.56,PUT,404,6362
2023-08-02 02:04:06,74.100.245.248,POST,404,2405
2023-02-16 08:08:26,200.129.217.165,DELETE,400,9304
2023-10-10 08:15:40,4.162.64.53,POST,200,6545
2023-02-04 02:40:54,101.84.95.117,GET,500,7001
2023-03-30 21:59:11,60.230.31.119,DELETE,500,7746
2023-10-27 01:17:56,147.44.62.112,GET,500,4200
2023-08-16 22:22:58,109.50.126.177,PATCH,200,9339
2023-06-16 21:28:11,130.60.58.145,PUT,404,335
2023-02-13 16:26:54,9.85.102.126,GET,400,8191
2023-10-12 13:08:55,49.254.183.208,DELETE,500,5046
2023-03-07 12:14:56,155.218.155.113,PATCH,301,2195
2023-06-26 01:29:30,98.205.234.214,POST,301,4022
2023-09-08 21:13:31,122.222.74.27,POST,404,3050
2023-06-03 10:33:21,179.77.87.141,DELETE,400,2890
2023-02-26 07:08:19,119.1.138.102,PATCH,301,8178
2023-08-17 22:24:08,130.103.133.221,GET,404,3229
2023-04-09 17:32:20,32.53.76.63,POST,500,2152
2023-03-07 08:51:43,52.143.13.208,DELETE,301,7043
2023-04-15 23:31:42,173.193.190.41,POST,200,5377
2023-07-04 09:31:45,197.133.56.233,PUT,400,4329
2023-08-23 11:15:50,14.251.245.169,PATCH,400,3556
2023-01-17 15:26:52,70.56.14.149,POST,200,9426
2023-01-14 04:48:50,171.160.113.77,PATCH,500,2711
2023-11-15 09:41:33,185.30.126.170,GET,400,2986
2023-08-01 19:47:35,78.115.158.120,GET,400,1237
2023-08-19 20:28:38,163.177.142.0,POST,200,4194
2023-02-14 12:38:17,185.225.247.72,POST,301,9630
2023-02-21 13:29:34,13.11.213.59,POST,404,3781
2023-01-08 08:14:26,80.203.115.232,PUT,400,3650
2023-06-13 08:58:31,134.252.136.247,DELETE,200,4954
2023-06-15 00:29:53,71.70.122.148,PATCH,200,6552
2023-01-18 17:08:02,213.170.213.255,DELETE,400,2279
2023-07-31 20:17:22,76.16.71.160,PATCH,200,5500
2023-11-20 21:47:51,149.54.197.171,PATCH,404,3351
2023-08-17 14:38:49,7.65.19.54,POST,400,2314
2023-09-29 11:15:03,65.127.215.116,DELETE,301,2600
2023-12-01 11:28:13,169.139.49.210,PUT,500,2820
2023-01-07 15:05:51,9.194.33.43,GET,500,482
2023-04-30 18:31:22,38.198.228.202,PATCH,200,6073
2023-04-30 17:54:22,73.179.7.115,DELETE,200,8745
2023-11-14 23:03:48,47.124.176.170,PUT,400,2175
2023-06-29 22:46:08,57.251.227.179,POST,500,661
2023-05-08 07:38:54,15.133.191.226,DELETE,200,6161
2023-02-25 03:36:55,98.56.29.239,DELETE,301,1293
2023-09-21 00:42:37,153.173.231.5,POST,500,2392
2023-09-09 20:27:04,132.171.154.90,PATCH,400,5100
2023-01-29 17:13:00,171.134.160.225,PUT,301,8682
2023-06-24 11:44:16,66.52.244.145,POST,404,2609
2023-06-19 18:17:38,141.250.4.176,PATCH,500,9284
2023-06-24 15:49:04,2.177.93.254,PUT,301,8767
2023-08-09 06:37:49,85.226.208.114,GET,404,9113
2023-02-25 03:09:22,50.179.134.254,GET,500,1953
2023-09-09 09:47:42,26.196.200.69,PUT,301,4629
2023-10-30 09:57:12,30.142.88.205,POST,301,1230
2023-03-05 09:36:05,170.10.218.61,PUT,200,704
2023-09-19 13:34:34,15.30.145.199,GET,301,9712
2023-07-04 01:55:33,140.228.122.156,PATCH,404,7513
2023-11-04 04:43:10,12.137.88.25,PUT,200,9443
2023-11-16 00:59:49,68.168.112.28,PATCH,400,756
2023-09-18 23:00:11,110.125.237.45,DELETE,400,847
2023-11-11 07:05:17,101.93.98.44,GET,301,8031
2023-06-03 22:59:43,3.155.166.2,POST,404,7062
2023-03-13 14:12:17,10.5.185.103,PUT,200,6952
2023-01-24 05:04:42,43.113.194.151,PUT,400,6777
2023-06-09 06:27:53,165.251.70.247,PUT,200,9883
2023-02-02 11:30:51,44.183.63.139,DELETE,301,5690
2023-07-22 02:44:46,25.236.16.11,POST,301,2446
2023-05-24 02:41:35,51.9.176.130,GET,200,2673
2023-03-15 22:44:14,15.14.240.235,GET,400,859
2023-10-03 02:02:06,12.137.88.25,POST,500,9220
2023-09-12 22:34:17,31.25.7.9,POST,301,8384
2023-10-02 04:28:06,62.253.103.35,GET,404,7853
2023-03-20 08:44:53,104.142.87.86,PATCH,500,3953
2023-05-29 15:04:51,12.137.88.25,GET,404,6961
2023-10-01 19:48:35,143.181.189.238,PUT,400,5960
2023-05-21 20:18:57,51.9.176.130,PUT,404,391
2023-10-24 19:48:31,165.251.70.247,POST,500,8807
2023-10-09 15:43:33,13.139.237.46,GET,200,9686
2023-07-14 14:09:00,159.12.136.13,PATCH,301,4122
2023-04-24 16:12:55,122.190.84.75,DELETE,200,4659
2023-07-31 04:38:23,134.205.221.78,POST,200,9099
2023-10-07 20:44:08,37.254.184.165,POST,400,4364
2023-07-19 08:39:29,119.218.123.212,PATCH,404,434
2023-03-08 09:52:12,152.56.210.22,GET,200,7086
2023-08-05 13:05:58,197.221.59.8,DELETE,301,491
2023-07-21 09:57:29,122.229.103.5,PATCH,301,66
2023-06-20 00:08:42,24.251.59.51,PATCH,301,9988
2023-03-21 16:06:18,81.134.41.151,GET,500,8311
2023-02-03 03:21:32,172.253.38.20,PATCH,301,2006
2023-07-04 11:04:06,120.111.66.30,PATCH,400,1538
2023-05-06 20:05:04,165.251.70.247,PATCH,301,2332
2023-04-18 20:08:14,128.61.249.218,DELETE,301,6504
2023-09-30 05:15:01,29.22.33.141,GET,500,5906
2023-03-07 20:10:27,165.251.70.247,DELETE,200,8131
2023-01-16 09:55:44,79.13.150.11,DELETE,400,203
2023-07-18 06:17:09,140.43.161.221,DELETE,404,99
2023-03-08 23:22:18,12.137.88.25,PUT,500,9879
2023-07-18 21:58:28,84.51.23.27,GET,400,2198
2023-10-29 21:24:33,172.65.211.164,POST,301,5741
2023-01-05 03:37:07,110.125.237.45,GET,500,3801
2023-04-28 00:41:28,120.239.55.180,GET,404,342
2023-06-23 04:52:41,170.10.218.61,GET,500,8086
2023-05-14 10:21:04,51.9.176.130,DELETE,200,2885
2023-03-25 20:37:39,125.53.12.210,PUT,500,1715
2023-06-15 15:22:20,89.17.195.77,DELETE,500,7032
2023-04-23 18:07:44,170.10.218.61,DELETE,500,8509
2023-02-07 00:27:50,12.137.88.25,PUT,404,7310
2023-05-28 12:15:20,183.178.242.56,POST,200,5369
2023-08-19 18:33:51,223.239.66.35,PUT,500,8111
2023-11-09 19:14:48,192.174.39.183,PUT,400,9939
2023-01-10 15:58:37,170.223.132.0,DELETE,404,8065
2023-08-04 06:54:39,110.154.247.176,PATCH,200,524
2023-10-10 22:57:03,51.50.219.26,DELETE,200,805
2023-02-10 00:01:37,90.32.76.77,GET,404,5973
2023-03-08 07:21:21,191.94.36.248,PUT,200,7095
2023-08-05 14:57:16,217.118.43.236,PATCH,500,6262
2023-01-26 11:56:28,73.26.209.135,GET,400,4781
2023-05-31 16:16:51,25.172.237.173,PUT,301,2177
2023-06-24 20:54:46,64.166.117.111,POST,404,2837
2023-07-12 01:36:13,96.37.112.171,PATCH,500,589
2023-03-19 02:14:50,92.96.155.134,DELETE,301,2024
2023-11-05 12:41:45,37.19.96.129,PATCH,200,3171
2023-10-29 04:50:32,219.220.50.161,PUT,400,8177
2023-08-23 10:29:59,24.44.242.22,PUT,301,3332
2023-08-23 20:35:07,48.196.128.247,GET,400,867
2023-03-07 19:52:30,66.134.76.180,POST,400,8344
2023-10-04 23:44:39,39.184.174.40,PUT,301,9180
2023-11-28 21:12:42,151.191.134.133,DELETE,404,9695
2023-11-16 11:43:26,26.99.240.217,POST,400,8987
2023-09-19 04:35:14,171.149.68.33,DELETE,500,840
2023-09-27 14:19:21,88.3.134.46,GET,200,1845
2023-05-03 20:05:44,139.168.197.151,PATCH,404,2612
2023-06-22 17:18:44,119.133.126.220,GET,301,3950
2023-10-26 09:26:24,170.10.218.61,POST,500,5519
2023-01-18 02:11:54,110.125.237.45,DELETE,500,1181
2023-04-29 14:40:33,81.13.28.77,PUT,301,3445
2023-10-16 08:44:06,110.125.237.45,DELETE,200,7301
2023-08-09 01:15:51,211.74.5.73,DELETE,400,4624
2023-09-05 23:54:02,113.213.73.181,PUT,301,2174
2023-06-23 15:58:05,70.170.183.73,GET,404,6523
2023-07-08 05:23:01,52.103.72.34,GET,301,164
2023-10-24 00:03:12,21.224.19.47,DELETE,400,7961
2023-07-20 15:26:04,109.62.38.67,POST,500,7105
2023-05-26 13:52:33,181.84.25.55,GET,400,1227
2023-03-14 19:08:18,45.66.225.85,PATCH,200,6043
2023-05-01 22:05:00,116.236.246.27,PATCH,404,2374
2023-04-13 11:16:26,67.170.7.170,GET,301,4627
2023-10-28 22:37:07,136.190.125.116,DELETE,404,2585
2023-05-21 03:00:02,150.129.83.150,DELETE,404,6995
2023-06-21 07:17:58,6.169.58.91,PUT,500,362
2023-01-17 00:06:07,208.11.107.77,GET,404,4332
2023-01-29 00:54:22,215.1.173.84,GET,404,4120
2023-01-19 12:51:11,200.69.155.173,POST,200,68
2023-02-19 13:49:44,176.47.172.232,DELETE,301,6786
2023-03-04 23:12:40,51.9.176.130,POST,200,4247
2023-01-01 04:17:10,102.254.76.4,PUT,404,6484
2023-01-22 08:41:52,219.35.183.124,POST,200,4827
2023-05-02 18:08:52,202.86.72.91,GET,301,1196
2023-03-13 14:48:12,35.86.131.231,GET,301,7814
2023-05-26 17:14:23,25.30.212.144,DELETE,200,6976
2023-09-04 17:06:35,201.120.239.4,POST,404,6557
2023-03-18 20:24:09,26.137.175.205,GET,200,3150
2023-05-20 18:20:30,12.137.88.25,POST,404,8906
2023-07-12 22:35:37,110.125.237.45,POST,500,5594
2023-10-23 01:44:15,12.137.88.25,POST,500,193
2023-06-09 08:10:15,195.235.193.163,PATCH,500,1654
2023-09-24 22:37:32,23.145.35.52,GET,404,4699
2023-10-23 21:00:16,201.159.160.84,PATCH,404,6825
2023-06-26 11:22:56,75.2.108.186,POST,200,3932
2023-03-16 10:59:47,110.125.237.45,DELETE,500,3946
2023-02-22 10:08:39,86.85.223.52,POST,400,619
2023-04-29 01:48:34,15.219.209.41,PATCH,500,9557
2023-05-20 07:08:58,24.90.12.127,PATCH,200,2459
2023-05-18 18:25:14,220.38.244.19,DELETE,400,566
2023-01-05 00:31:54,193.215.209.61,PATCH,400,5281
2023-10-25 04:51:20,107.226.250.248,POST,301,7586
2023-03-22 04:34:00,133.51.167.163,DELETE,400,7853
2023-11-23 14:04:25,125.133.73.12,GET,400,3515
2023-07-12 14:05:40,27.13.220.156,PUT,500,7460
2023-07-17 01:16:57,218.17.156.33,DELETE,500,5343
2023-03-01 16:59:41,12.137.88.25,DELETE,400,2082
2023-11-09 10:26:14,173.4.117.20,GET,200,1811
